"ID";"Valid";"SU";"Fn";"Ctx";"Form";"Root"
"rujukan";1;"rujukan";"n";"--";"--";"rujuk"
"rukun";1;"rukun";"n";"agama";"--";"rukun"
"rumah";1;"imah";"--";"--";"--";"imah"
"rumahku";1;"imah kuring";"--";"--";"--";"imah"
"rumahnya";1;"imahna";"--";"--";"--";"imah"
"rumpun";1;"rungkun";"n";"--";"--";"rungkun"
"rumput";1;"jukut";"--";"--";"--";"jukut"
"rupanya";1;"kutan";"--";"--";"--";"kutan"
"rusak";1;"ruksak";"--";"--";"--";"ruksak"
"rusak";1;"garah";"a";"--";"--";"garah"
"rutinnya";1;"rutinna";"a";"--";"--";"rutin"
"saat";1;"waktu";"n";"--";"--";"waktu"
"saatnya";1;"waktuna";"n";"--";"--";"waktu"
"sabar";1;"sabar";"a";"--";"--";"sabar"
"sabda";1;"pidawuh";"n";"--";"--";"pidawuh"
"sabtu";1;"saptu";"n";"waktu";"--";"saptu"
"sadar";1;"sadar";"a";"--";"--";"sadar"
"sakit";1;"gering";"v";"--";"--";"gering"
"sakit-sakitan";1;"tiktikbrek";"a";"--";"--";"tiktikbrek"
"sakit-sakitan";1;"ririwit";"a";"--";"--";"riwit"
"saksi";1;"saksi";"n";"--";"--";"saksi"
"saksikan";1;"saksian";"vi";"--";"--";"saksi"
"saku";1;"pésak";"n";"pakéan";"--";"pésak"
"salah";1;"salah";"a";"--";"--";"salah"
"salahnya";1;"salahna";"a";"--";"--";"salah"
"salam";1;"salam";"--";"--";"--";"salam"
"salat";1;"solat";"n";"agama";"--";"solat"
"salinan";1;"salinan";"n";"--";"--";"salin"
"sama";1;"sarua";"a";"--";"--";"sarua"
"sama-sama";1;"pada-pada";"--";"--";"--";"pada"
"samawi";1;"samawi";"a";"--";"--";"samawi"
"sambungnya";1;"sambungna";"--";"--";"--";"sambung"
"sambutan";1;"pangbagéa";"n";"--";"--";"bagéa"
"sambutannya";1;"pangbagéana";"n";"--";"--";"bagéa"
"sampah";1;"runtah";"n";"--";"--";"runtah"
"sampan";1;"parahu";"n";"transpor";"--";"parahu"
"samper";1;"sampeur";"v";"--";"--";"sampeur"
"samperin";1;"sampeurkeun";"v";"--";"--";"sampeur"
"sandera";1;"sandra";"n";"--";"--";"sandra"
"sangat";1;"pohara";"--";"--";"--";"pohara"
"sanggul";1;"sanggul";"n";"awak";"--";"sanggul"
"sangka";1;"sangka";"--";"--";"--";"sangka"
"sangkar";1;"kurung";"n";"--";"--";"kurung"
"sanksi";1;"hukuman";"n";"--";"--";"hukum"
"santai";1;"salsé";"a";"--";"--";"salsé"
"santai";1;"antaré";"a";"--";"--";"antaré"
"sapi";1;"sapi";"n";"sato";"--";"laleur"
"saran";1;"bongbolongan";"n";"--";"--";"bolong"
"sarapan";1;"mumuluk";"v";"--";"--";"mumuluk"
"sastra";1;"sastra";"n";"--";"--";"sastra"
"sate";1;"saté";"n";"--";"--";"saté"
"satria";1;"satria";"--";"--";"--";"satria"
"satu";1;"hiji";"b";"--";"--";"hiji"
"satu-satunya";1;"hiji-hijina";"n";"--";"--";"hiji"
"satuan";1;"hijian";"b";"--";"--";"hiji"
"saung";1;"saung";"n";"--";"--";"saung"
"sawah";1;"sérang";"n";"--";"--";"sérang"
"sayang";1;"nyaah";"v";"--";"--";"nyaah"
"sayang";0;"lebar";"v";"--";"--";"lebar"
"sayangnya";1;"hanjakalna";"--";"--";"--";"hanjakal"
"sayap";1;"jangjang";"n";"awak";"--";"jangjang"
"sayup-sayup";1;"hawar-hawar";"ad";"--";"--";"hawar"
"seantero";1;"sakuliah";"--";"--";"--";"kuliah"
"searah";1;"saarah";"--";"--";"--";"arah"
"sebabnya";1;"sababna";"--";"--";"--";"sabab"
"sebagaimana";1;"sakumaha";"--";"--";"--";"kumaha"
"sebagainya";1;"sajabana";"--";"--";"--";"jaba"
"sebagian";1;"sawaréh";"b";"--";"--";"waréh"
"sebagian";0;"sabagian";"b";"--";"--";"bagi"
"sebal";1;"sebel";"a";"--";"--";"sebel"
"sebalnya";1;"sebelna";"v";"--";"--";"sebel"
"sebangsa";1;"sabangsa";"--";"--";"--";"bangsa"
"sebanyak";1;"saloba";"--";"--";"--";"loba"
"sebatang";1;"sabatang";"b";"--";"--";"batang"
"sebelas";1;"sabelas";"b";"--";"--";"sabelas"
"sebenarnya";1;"sabenerna";"a";"--";"--";"bener"
"sebenernya";1;"sabenerna";"a";"--";"--";"bener"
"seberang";1;"peuntas";"--";"--";"--";"peuntas"
"sebesar";1;"sagedé";"--";"--";"--";"gedé"
"sebesar-besarnya";1;"sagedé-gedéna";"--";"--";"--";"gedé"
"sebetulnya";1;"sabenerna";"a";"--";"--";"bener"
"sebuah";1;"hiji";"b";"--";"--";"hiji"
"sebulan";1;"sabulan";"b";"--";"--";"bulan"
"sebut";1;"sebut";"--";"--";"--";"sebut"
"sebutan";1;"sebutan";"n";"--";"--";"sebut"
"secangkir";1;"sacangkir";"--";"--";"--";"cangkir"
"secepatnya";1;"sagancangna";"--";"--";"--";"gancang"
"sedap";1;"sedep";"a";"--";"--";"sedep"
"sedemikian";1;"sakitu";"--";"--";"--";"kitu"
"sederhana";1;"basajan";"a";"--";"--";"basajan"
"sedih";1;"hanjelu";"a";"--";"--";"hanjelu"
"sedikit";1;"saeutik";"b";"--";"--";"eutik"
"sedikitnya";1;"saeutikna";"a";"--";"--";"eutik"
"sedot";1;"sedot";"v";"--";"--";"sedot"
"seduh";1;"tinyuh";"v";"--";"--";"tinyuh"
"seember";1;"saémbér";"b";"--";"--";"émbér"
"segan";1;"ajrih";"a";"--";"--";"ajrih"
"segar";1;"seger";"a";"--";"--";"seger"
"segelas";1;"sagelas";"--";"--";"--";"gelas"
"segera";1;"geura-giru";"--";"--";"--";"geura"
"segi";1;"sagi";"--";"--";"--";"sagi"
"sehabis";1;"sabéak";"--";"--";"--";"béak"
"seharga";1;"saharga";"--";"--";"--";"harga"
"sehari";1;"sapoé";"--";"--";"--";"poé"
"sehari-hari";1;"sapopoé";"--";"--";"--";"poé"
"seharian";1;"sapoé jeput";"--";"--";"--";"poé"
"sehat";1;"cageur";"a";"--";"--";"damang"
"seimbang";1;"saimbang";"--";"--";"--";"imbang"
"sejajar";1;"sajajar";"a";"--";"--";"sajajar"
"sejalan";1;"saluyu";"a";"--";"--";"saluyu"
"sejarah";1;"sajarah";"--";"--";"--";"sajarah"
"sejarahnya";1;"sajarahna";"n";"--";"--";"sajarahna"
"sejauh";1;"sajauh";"--";"--";"--";"jauh"
"sejumlah";1;"sajumlah";"--";"--";"--";"jumlah"
"sejuta";1;"sajuta";"b";"--";"--";"juta"
"sekali";1;"sakali";"--";"--";"--";"kali"
"sekalian";1;"sakalian";"--";"--";"--";"kali"
"sekampung";1;"sakampung";"--";"--";"--";"kampung"
"sekarang";1;"ayeuna";"--";"waktu";"--";"ayeuna"
"sekarat";1;"sakarat";"a";"--";"--";"karat"
"sekat";1;"aling";"n";"--";"--";"aling"
"sekecil";1;"saleutik";"a";"--";"--";"leutik"
"sekeras";1;"satarik";"--";"--";"--";"satarik"
"sekian";1;"sakitu";"--";"--";"--";"sakitu"
"sekilas";1;"sakolébat";"a";"--";"--";"kolébat"
"sekolah";1;"sakola";"n";"--";"--";"sakola"
"sekolahnya";1;"sakolana";"--";"--";"--";"sakola"
"sekongkol";1;"samiuk";"a";"--";"--";"miuk"
"sekotamadya";1;"sakotamadya";"--";"--";"--";"kota"
"sekrup";1;"sekrup";"n";"--";"--";"sekrup"
"seks";1;"séks";"n";"--";"--";"séks"
"sekuat-kuatnya";1;"satakerna";"ad";"--";"--";"taker"
"sekurang-kurangnya";1;"sakurang-kurangna";"ad";"--";"--";"kurang"
"sel";1;"sél";"n";"--";"--";"sél"
"selama";1;"salila";"--";"--";"--";"salila"
"selamat";0;"wilujeng";"a";"--";"--";"wilujeng"
"selamat";1;"salamet";"a";"--";"--";"salamet"
"selamatkan";1;"salametkeun";"vi";"--";"--";"salamet"
"selangkangan";1;"palangkakan";"n";"awak";"--";"palangkakan"
"selasa";1;"salasa";"n";"waktu";"--";"salasa"
"selat";1;"gupitan";"n";"topograpi";"--";"gupitan"
"selatan";1;"kidul";"n";"arah";"--";"kidul"
"selebihnya";1;"saleuwihna";"--";"--";"--";"leuwih"
"selendang";1;"karémbong";"n";"pakéan";"--";"karémbong"
"selesai";1;"réngsé";"a";"--";"--";"réngsé"
"selesaikan";1;"pungkaskeun";"vi";"--";"--";"pungkas"
"selimut";1;"simbut";"n";"--";"--";"simbut"
"selingkuh";1;"nyandung";"v";"--";"--";"candung"
"selisih";1;"ganjor";"n";"--";"--";"ganjor"
"selisihnya";1;"ganjorna";"n";"--";"--";"ganjor"
"selisik";1;"salisik";"--";"--";"--";"salisik"
"selokan";1;"kamalir";"n";"topograpi";"--";"kamalir"
"seluas";1;"salega";"--";"--";"--";"salega"
"seluas-luasnya";1;"sajembar-jembarna";"ad";"--";"--";"jembar"
"selubung";1;"solobong";"n";"--";"--";"solobong"
"selular";1;"sélular";"--";"--";"--";"sélular"
"selundupan";1;"sulundupan";"n";"--";"--";"sulundupan"
"semacam";1;"sarupaning";"--";"--";"--";"rupa"
"semalam";1;"sapeuting";"a";"waktu";"--";"peuting"
"semangat";1;"sumanget";"n";"--";"--";"sumanget"
"semangatnya";1;"sumangetna";"n";"--";"--";"sumanget"
"semasa";1;"sawaktu";"a";"waktu";"--";"waktu"
"semaunya";1;"sakahayangna";"--";"--";"--";"hayang"
"sembarang";1;"sambarang";"a";"--";"--";"sambarang"
"sembelih";1;"peuncit";"v";"--";"--";"peuncit"
"sembilan";1;"salapan";"b";"--";"--";"salapan"
"sembilu";1;"hinis";"n";"tutuwuhan";"--";"hinis"
"sembunyi-sembunyi";1;"rerencepan";"ad";"--";"--";"rencep"
"semena-mena";1;"telenges";"a";"--";"--";"telenges"
"semiliar";1;"samilyar";"b";"--";"--";"milyar"
"semilyar";1;"samilyar";"b";"--";"--";"milyar"
"semoga";1;"muga";"r";"--";"--";"muga"
"sempat";1;"sempet";"a";"--";"--";"sempet"
"sempit";1;"heureut";"--";"--";"--";"heureut"
"sempitnya";1;"heureutna";"a";"--";"--";"heureutna"
"sempoyongan";1;"dalugdag-daligdeg";"a";"--";"--";"dalugdag-daligdeg"
"sempurna";1;"sampurna";"a";"--";"--";"sampurna"
"semula";1;"mimitina";"a";"--";"--";"mimiti"
"semut";1;"sireum";"n";"sato";"--";"sireum"
"senandung";1;"hariring";"n";"--";"--";"hariring"
"senang";1;"gumbira";"a";"--";"--";"gumbira"
"senapan";1;"bedil";"--";"--";"--";"bedil"
"senapannya";1;"bedilna";"--";"--";"--";"bedil"
"senat";1;"sénat";"n";"--";"--";"sénat"
"senator";1;"sénator";"n";"--";"--";"sénator"
"sendiri";1;"sorangan";"a";"--";"--";"sorang"
"sendirian";1;"sorangan";"a";"--";"--";"sorang"
"sendok";1;"séndok";"n";"--";"--";"séndok"
"seng";1;"sééng";"n";"logam";"--";"seeng"
"senggol";1;"todél";"v";"--";"--";"todél"
"sengsara";1;"tunggara";"a";"--";"--";"tunggara"
"seni";1;"seni";"n";"--";"--";"seni"
"senilai";1;"saajén";"a";"--";"--";"ajén"
"senin";1;"senén";"n";"waktu";"--";"senén"
"senjata";1;"pakarang";"n";"--";"--";"pakarang"
"senjatanya";1;"pakarangna";"--";"--";"--";"pakarang"
"sensitif";1;"sénsitip";"a";"--";"--";"sénsitip"
"sentil";1;"sintreuk";"v";"--";"--";"sintreuk"
"sentimeter";1;"séntiméter";"--";"--";"--";"meter"
"sentuh";1;"toél";"--";"--";"--";"toél"
"seolah";1;"kawas lamun";"--";"--";"--";"kawas lamun"
"seorang";1;"saurang";"pn";"--";"--";"urang"
"sepadan";1;"sabanding";"--";"--";"--";"banding"
"sepak";1;"sépak";"vi";"--";"--";"sépak"
"sepakat";1;"sapuk";"vp";"--";"--";"sapuk"
"sepanjang";1;"sapanjang";"--";"--";"--";"panjang"
"sepantasnya";1;"sawajarna";"a";"--";"--";"wajar"
"sepasang";1;"sapasang";"--";"--";"--";"pasang"
"sepatu";1;"sapatu";"--";"--";"--";"sapatu"
"sepatutnya";1;"sawajarna";"a";"--";"--";"wajar"
"sepeda";1;"sapédah";"n";"--";"--";"sapédah"
"sepekan";1;"saminggu";"b";"--";"--";"minggu"
"sepengetahuan";1;"sakanyaho";"--";"--";"--";"nyaho"
"sepenuhnya";1;"sapinuhna";"--";"--";"--";"pinuh"
"seperempat";1;"saparapat";"n";"--";"--";"opat"
"sepet";1;"kesed";"a";"--";"--";"kesed"
"sepi";1;"sepi";"a";"--";"--";"sepi"
"sepoi";1;"hiliwir";"ad";"--";"--";"hiliwir"
"sepoi-sepoi";1;"hiliwir";"ad";"--";"--";"hiliwir"
"september";1;"séptember";"n";"waktu";"--";"séptember"
"sepuh";1;"sipuh";"v";"--";"--";"sipuh"
"sepulang";1;"sabalikna";"ad";"--";"--";"balik"
"sepuluh";1;"sapuluh";"b";"--";"--";"puluh"
"seragam";1;"saragam";"--";"--";"--";"saragam"
"serak";1;"peura";"a";"awak";"--";"peura"
"serakah";1;"sarakah";"a";"--";"--";"sarakah"
"seramai";1;"saramé";"--";"--";"--";"ramé"
"serang";1;"serang";"vi";"--";"--";"serang"
"serangkaian";1;"sauntuyan";"--";"--";"--";"untuy"
"seratus";1;"saratus";"b";"--";"--";"ratus"
"serba";1;"sarwa";"a";"--";"--";"sarwa"
"serbu";1;"serbu";"--";"--";"--";"serbu"
"serdadu";1;"soldadu";"n";"--";"--";"soldadu"
"seremonial";1;"sérémonial";"--";"--";"--";"sérémonial"
"serempak";1;"rampak";"ad";"--";"--";"rampak"
"seri";1;"gedeg";"a";"--";"--";"gedeg"
"seri";1;"séri";"a";"--";"--";"séri"
"seribu";1;"sarébu";"b";"--";"--";"rébu"
"serikat";1;"sarikat";"--";"--";"--";"sarikat"
"seringkali";1;"remen ogé";"--";"--";"--";"remen"
"sersan";1;"sersan";"--";"--";"--";"sersan"
"sertifikat";1;"sértipikat";"n";"--";"--";"sértipikat"
"serumah";1;"saimah";"--";"--";"--";"imah"
"serupa";1;"sarupa";"--";"--";"--";"rupa"
"sesak";1;"sesek";"a";"--";"--";"sesek"
"sesama";1;"sasama";"pn";"--";"--";"sasama"
"sesamanya";1;"sasamana";"--";"--";"--";"sasama"
"sesekali";1;"sakali-kali";"--";"--";"--";"kali"
"seseorang";1;"hiji jalma";"--";"--";"--";"jalma"
"sesuai";1;"luyu";"ad";"--";"--";"luyu"
"sesuatu";1;"hiji hal";"--";"--";"--";"hal"
"setahun";1;"sataun";"--";"--";"--";"taun"
"setanah";1;"salemah";"--";"--";"--";"lemah"
"setapak";1;"satapak";"--";"--";"--";"satapak"
"setara";1;"sarimbag";"--";"--";"--";"rimbag"
"setengah";1;"satengah";"b";"--";"--";"tengah"
"setia";1;"satia";"a";"--";"--";"satia"
"setianya";1;"satiana";"--";"--";"--";"satia"
"setibanya";1;"sanepina";"--";"--";"--";"tepi"
"setidak-tidaknya";1;"sahenteuna";"a";"--";"--";"henteu"
"setidaknya";1;"sahenteuna";"a";"--";"--";"henteu"
"setinggi";1;"saluhur";"--";"--";"--";"luhur"
"setriliun";1;"satrilyun";"b";"--";"--";"trilyun"
"setrilyun";1;"satrilyun";"b";"--";"--";"trilyun"
"setuju";1;"sapuk";"vp";"--";"--";"sapuk"
"seumur";1;"saumur";"--";"--";"--";"umur"
"seusai";1;"saréngsé";"--";"--";"--";"réngsé"
"sewaktu";1;"sawaktu";"a";"waktu";"--";"waktu"
"sewaktu-waktu";1;"sawaktu-waktu";"ad";"waktu";"--";"waktu"
"shalat";1;"solat";"n";"agama";"--";"solat"
"shaum";1;"siam";"n";"agama";"--";"siam"
"sholat";1;"solat";"n";"agama";"--";"solat"
"shubuh";1;"subuh";"n";"agama";"--";"subuh"
"sial";1;"apes";"a";"--";"--";"apes"
"siang";1;"beurang ";"n";"waktu";"--";"beurang"
"siap";1;"siap";"a";"--";"--";"siap"
"siapakah";1;"saha téa";"--";"--";"--";"saha"
"siapapun";1;"saha ogé";"--";"--";"--";"saha"
"siapkan";1;"siapkeun";"vi";"--";"--";"siap"
"sibuk";1;"riweuh";"a";"--";"--";"riweuh"
"sidang";1;"sidang";"n";"--";"--";"sidang"
"sifat";1;"sipat";"n";"--";"--";"sipat"
"sifatnya";1;"sipatna";"n";"--";"--";"sipat"
"sigap";1;"tapis";"a";"--";"--";"tapis"
"sih";1;"da";"--";"--";"--";"da"
"sikap";1;"daweung";"n";"--";"--";"daweung"
"sikap";1;"dangong";"n";"--";"--";"dangong"
"silam";1;"tiheula";"--";"--";"--";"heula"
"silinder";1;"silinder";"n";"--";"--";"silinder"
"simak";1;"regep";"--";"--";"--";"regep"
"simbol";1;"simbol";"n";"--";"--";"simbol"
"simpan";1;"simpen";"v";"--";"--";"simpen"
"simpul";1;"tumbu";"n";"--";"--";"tumbu"
"sindiran";1;"sindiran";"n";"--";"--";"sindir"
"singkat";1;"singget";"a";"--";"--";"singget"
"singkatan";1;"singgetan";"n";"--";"--";"singget"
"singkong";1;"sampeu";"n";"tutuwuhan";"--";"sampeu"
"sinyalemen";1;"kira-kira";"n";"--";"--";"kira"
"sipil";1;"sipil";"a";"--";"--";"sipil"
"sipit";1;"pétét";"a";"awak";"--";"pétét"
"sirih";1;"seureuh";"n";"tutuwuhan";"--";"seureuh"
"sirip";1;"cécépét";"n";"awak";"--";"cécépét"
"sisa";1;"sésa";"n";"--";"--";"sésa"
"sisanya";1;"sésana";"n";"--";"--";"sésa"
"sisi";1;"sisi";"n";"--";"--";"sisi"
"sisik";1;"sisit";"n";"sato";"--";"sisit"
"sisipan";1;"rarangkén";"n";"--";"--";"rarangkén"
"sistem";1;"sistem";"n";"--";"--";"sistem"
"sistematis";1;"sistematis";"a";"--";"--";"sistem"
"siswa";1;"siswa";"n";"--";"--";"siswa"
"situasi";1;"kaayaan";"n";"--";"--";"aya"
"situs";1;"loka";"n";"--";"--";"loka"
"siuk";1;"siuk";"v";"--";"--";"siuk"
"siul";1;"héot";"v";"--";"--";"héot"
"skala";1;"skala";"n";"--";"--";"skala"
"skandal";1;"skandal";"n";"--";"--";"skandal"
"slogan";1;"slogan";"n";"--";"--";"slogan"
"slogannya";1;"sloganna";"n";"--";"--";"sloganna"
"soal";1;"soal";"--";"--";"--";"soal"
"soalnya";1;"soalna";"--";"--";"--";"soal"
"sobek";1;"soéh";"a";"--";"--";"soéh"
"sodor";1;"asong";"v";"--";"--";"asong"
"solder";1;"patri";"v";"--";"--";"patri"
"sombong";1;"songong";"a";"--";"--";"songong"
"sombong-sombong";1;"sarombong";"a";"--";"--";"sombong"
"sopan";1;"sopan";"a";"--";"--";"sopan"
"sopir";1;"supir";"n";"--";"--";"supir"
"sore";1;"soré ";"n";"waktu";"--";"soré"
"sorot";1;"moncorong";"v";"--";"--";"moncorong"
"sosial";1;"sosial";"--";"--";"--";"sosial"
"sreg";1;"cocog";"a";"--";"--";"cocog"
"stadion";1;"stadion";"n";"--";"--";"stadion"
"stamina";1;"stamina";"n";"--";"--";"stamina"
"standar";1;"standar";"n";"--";"--";"standar"
"statusnya";1;"statusna";"n";"--";"--";"status"
"studi";1;"studi";"--";"--";"--";"studi"
"suara";1;"sora";"n";"awak";"--";"sora"
"suaranya";1;"sorana";"n";"--";"--";"sora"
"suasana";1;"kaayaan";"n";"--";"--";"aya"
"suatu";1;"hiji";"b";"--";"--";"hiji"
"subjek";1;"jejer";"n";"--";"--";"jejer"
"substitusi";1;"gaganti";"n";"--";"--";"ganti"
"suci";1;"suci";"a";"--";"--";"suci"
"sukarelawan";1;"sukarélawan";"n";"--";"--";"sukaréla"
"sukses";1;"suksés";"--";"--";"--";"suksés"
"sulit";1;"hésé";"a";"--";"--";"hésé"
"sulitnya";1;"héséna";"--";"--";"--";"hésé"
"sumbang";1;"sumbang";"v";"--";"--";"sumbang"
"sumbangan";1;"sumbangan";"n";"--";"--";"sumbang"
"sumber";1;"asal";"n";"--";"--";"asal"
"sumur";1;"sumur";"n";"--";"--";"sumur"
"sungai";1;"walungan";"n";"topograpi";"--";"walungan"
"sungguhan";1;"nyaan";"--";"--";"--";"nyaan"
"suplemen";1;"suplemén";"n";"--";"--";"suplemén"
"surat";1;"surat";"n";"--";"--";"surat"
"suratnya";1;"suratna";"n";"--";"--";"surat"
"suruh";1;"titah";"v";"--";"--";"titah"
"susah";1;"hésé";"a";"--";"--";"hésé"
"susahnya";1;"héséna";"a";"--";"--";"hésé"
"susu";1;"susu";"n";"awak";"--";"susu"
"susunan";1;"susunan";"n";"--";"--";"susun"
"syarat";1;"sarat";"n";"--";"--";"sarat"
"syariah";1;"saréat";"n";"--";"--";"saréat"
"syariat";1;"saréat";"n";"--";"--";"saréat"
"taat";1;"taat";"a";"--";"--";"taat"
"tabiat";1;"tabéat";"n";"--";"--";"tabeat"
"tablig";1;"tablég";"n";"agama";"--";"tableg"
"tabu";1;"pamali";"a";"--";"--";"pamali"
"tadi";1;"tadi";"--";"--";"--";"tadi"
"tagihan";1;"tagihan";"n";"--";"--";"tagih"
"tahan";1;"tahan";"vi";"--";"--";"tahan"
"tahu";1;"weruh";"v";"--";"--";"weruh"
"tahu";1;"nyaho";"vi";"--";"--";"nyaho"
"tahun";1;"warsih";"n";"waktu";"--";"warsih"
"tahun";0;"taun ";"n";"waktu";"--";"taun"
"tahunan";1;"taunan";"n";"waktu";"--";"taun"
"tajam";1;"seukeut";"a";"--";"--";"seukeut"
"takabur";1;"adigung";"a";"--";"--";"adigung"
"takar";1;"taker";"v";"--";"--";"taker"
"takbiran";1;"takbiran";"v";"--";"--";"takbir"
"takut";1;"sieun";"a";"--";"--";"sieun"
"tambah";1;"émboh";"v";"--";"--";"émboh"
"tambahan";1;"tambahan";"n";"--";"--";"tambah"
"tambahnya";1;"tambahna";"n";"--";"--";"tambah"
"tambat";1;"uger";"n";"--";"--";"uger"
"tampak";1;"kasampak";"vp";"--";"--";"sampak"
"tampaknya";1;"kasampak";"vp";"--";"--";"sampak"
"tampung";1;"tandé";"--";"--";"--";"tandé"
"tamu";1;"sémah";"n";"--";"--";"sémah"
"tanah";1;"taneuh";"n";"--";"--";"taneuh"
"tanahnya";1;"taneuhna";"n";"--";"--";"taneuhna"
"tanam";1;"pelak";"--";"--";"--";"pelak"
"tanaman";1;"pepelakan";"n";"tutuwuhan";"--";"pelak"
"tanda";1;"tanda";"n";"--";"--";"tanda"
"tandan";1;"turuy";"n";"tutuwuhan";"--";"turuy"
"tanduk";1;"tanduk";"n";"awak";"--";"tanduk"
"tandus";1;"angar";"a";"--";"--";"angar"
"tangan";1;"leungeun";"n";"awak";"--";"leungeun"
"tangannya";1;"leungeunnya";"n";"awak";"--";"leungeun"
"tangga";1;"tangga";"n";"--";"--";"tangga"
"tanggal";1;"tanggal";"n";"waktu";"--";"tanggal"
"tanggung";1;"tanggung";"ad";"--";"--";"tanggung"
"tangis";1;"ceurik";"v";"awak";"--";"ceurik"
"tangkis";1;"takis";"v";"--";"--";"takis"
"tangsi";1;"tangsi";"n";"--";"--";"tangsi"
"tani";1;"tani";"--";"--";"--";"tani"
"tanjung";1;"ujung";"n";"topograpi";"--";"ujung"
"tanpa";1;"tanpa";"--";"--";"--";"tanpa"
"tantangan";1;"tangtangan";"n";"--";"--";"tangtang"
"tanya";1;"tanya";"vi";"--";"--";"tanya"
"tape";1;"peuyeum";"n";"kadaharan";"--";"peuyeum"
"taraf";1;"tingkat";"n";"--";"--";"taraf"
"target";1;"udagan";"n";"--";"--";"udag"
"tarik";1;"kenyang";"v";"--";"--";"kenyang"
"taring";1;"sihung";"n";"awak";"--";"sihung"
"tata";1;"tata";"--";"--";"--";"tata"
"tatanan";1;"tatanan";"n";"--";"--";"tatanan"
"tatapan";1;"paneuteup";"n";"--";"--";"teuteup"
"tauhid";1;"tauhid";"n";"agama";"--";"tauhid"
"taurat";1;"taurat";"n";"agama";"--";"taurat"
"tawakal";1;"tawekal";"a";"agama";"--";"tawekal"
"tawaran";1;"tawaran";"n";"--";"--";"tawar"
"tawon";1;"nyiruan";"n";"sato";"--";"siru"
"tebal";1;"kandel";"a";"--";"--";"kandel"
"tebalnya";1;"kandelna";"a";"--";"--";"kandel"
"tebang";1;"tuar";"--";"--";"--";"tuar"
"tebing";1;"gawir";"n";"--";"--";"gawir"
"tebu";1;"tiwu";"n";"tutuwuhan";"--";"tiwu"
"tegak";1;"ajeg";"a";"--";"--";"ajeg"
"tegang";1;"ranteng";"a";"--";"--";"ranteng"
"tegang";1;"rangkeng";"a";"--";"--";"rangkeng"
"tegang";1;"panteng";"v";"--";"--";"panteng"
"tegap";1;"tegep";"a";"--";"--";"tegep"
"tegar";1;"teger";"a";"--";"--";"teger"
"tegas";1;"teges";"a";"--";"--";"teges"
"tegaskan";1;"tegeskeun";"vi";"--";"--";"teges"
"tegasnya";1;"tegesna";"v";"--";"--";"teges"
"teguh";1;"teguh";"a";"--";"--";"teguh"
"teh";1;"téh";"n";"tutuwuhan";"--";"téh"
"teknik";1;"téknik";"n";"--";"--";"teknik"
"teknis";1;"téknis";"a";"--";"--";"téknis"
"teknologi";1;"téknologi";"n";"--";"--";"téknologi"
"tekun";1;"leukeun";"--";"--";"--";"leukeun"
"telak";1;"nenggel";"a";"--";"--";"tenggel"
"telan";1;"legleg";"v";"--";"--";"legleg"
"telanjang";1;"buligir";"a";"--";"--";"buligir"
"telanjang";0;"taranjang";"a";"--";"--";"taranjang"
"telanjur";1;"kagok";"a";"--";"--";"kagok"
"telat";1;"telat";"a";"--";"--";"telat"
"telaten";1;"tulatén";"a";"--";"--";"tulatén"
"telepon";1;"telepon";"n";"--";"--";"telepon"
"televisi";1;"télévisi";"n";"--";"--";"télévisi"
"telinga";1;"ceuli";"n";"awak";"--";"ceuli"
"telinganya";1;"ceulina";"n";"--";"--";"ceulina"
"teliti";1;"taliti";"a";"--";"--";"taliti"
"teliti";1;"tarapti";"a";"--";"--";"tarapti"
"telpon";1;"telepon";"n";"--";"--";"telepon"
"telungkup";1;"ngadapang";"v";"--";"--";"dapang"
"telunjuk";1;"curuk";"n";"awak";"--";"curuk"
"telur";1;"endog";"n";"kadaharan";"--";"endog"
"tema";1;"téma";"n";"--";"--";"téma"
"teman";1;"réncang";"n";"--";"--";"réncang"
"teman-temannya";1;"babaturanana";"n";"--";"--";"batur"
"temannya";1;"baturna";"n";"--";"--";"batur"
"tembaga";1;"tambaga";"n";"logam";"--";"tambaga"
"tembakan";1;"témbakan";"n";"--";"--";"témbak"
"tembakau";1;"bako";"n";"--";"--";"bako"
"tembem";1;"kebi";"a";"--";"--";"kebi"
"tembem";1;"cambepem";"a";"--";"--";"cambepem"
"tembus";1;"parat";"v";"--";"--";"parat"
"tempat";1;"tempat";"n";"--";"--";"tempat"
"tempatnya";1;"tempatna";"n";"--";"--";"tempat"
"tempo";1;"témpo";"n";"waktu";"--";"témpo"
"tempurung";1;"batok";"n";"--";"--";"batok"
"temuan";1;"timuan";"n";"--";"--";"timu"
"temukan";1;"manggihan";"vi";"--";"--";"panggih"
"tenaga";1;"tanaga";"n";"--";"--";"tanaga"
"tenang";1;"tenang";"--";"--";"--";"tenang"
"tendangan";1;"tajongan";"n";"--";"--";"tajong"
"tengadah";1;"dangah";"v";"--";"--";"dangah"
"tengah";1;"tengah";"--";"--";"--";"tengah"
"tenggak";1;"regot";"vi";"--";"--";"regot"
"tenggelam";1;"tikerelep";"a";"--";"--";"kerelep"
"tenggorokan";1;"tikoro";"n";"awak";"--";"tikoro"
"tenggorokan";1;"genggerong";"n";"awak";"--";"genggerong"
"tengkurap";1;"ngadakom";"v";"--";"--";"dakom"
"tentara";1;"soldadu";"n";"--";"--";"soldadu"
